"word","gloss","language","dialect","form"
"whoever"," any person or persons that"," Russian",""," {{t|ru|[[кто́]] [[бы]] ([[то]]) [[ни́]] [[быть|бы́ло]]}"
"whoever"," any person or persons that"," Russian",""," {{t|ru|[[кто]] [[уго́дно]]}}"
"everything"," all the things"," Russian",""," {{t+|ru|всё|n}}"
"anything_pronoun"," =any thing of any kind"," Russian",""," {{t|ru|всё` что уго́дно}"
"anything_pronoun"," =any thing of any kind"," Russian",""," {{t+|ru|всё}"
"anything_pronoun"," =any thing of any kind"," Russian",""," {{t|ru|что уго́дно}"
"anything_pronoun"," =any thing of any kind"," Russian",""," {{t+|ru|что́-нибудь}}"
"whatever_determiner"," for any ... that"," Russian",""," {{t|ru|како́й бы ни}"
"whatever_determiner"," for any ... that"," Russian",""," {{t+|ru|любо́й}"
"whatever_determiner"," for any ... that"," Russian",""," {{t|ru|како́й бы то ни́ бы́ло}}"
"wherever_conjunction"," in any place` anywhere"," Russian",""," {{t|ru|[[где́]] [[бы]] [[ни]]}"
"wherever_conjunction"," in any place` anywhere"," Russian",""," {{t|ru|[[где́]] [[бы]] ([[то]]) [[ни́]] [[быть|бы́ло]]}"
"wherever_conjunction"," in any place` anywhere"," Russian",""," {{t|ru|[[где]] [[уго́дно]]}} {{qualifier|location}"
"wherever_conjunction"," in any place` anywhere"," Russian",""," {{t|ru|[[куда́]] [[бы]] [[ни]]}"
"wherever_conjunction"," in any place` anywhere"," Russian",""," {{t|ru|[[куда́]] [[бы]] ([[то]]) [[ни́]] [[быть|бы́ло]]}"
"wherever_conjunction"," in any place` anywhere"," Russian",""," {{t|ru|[[куда́]] [[уго́дно]]}} {{qualifier|direction}}"
"wherever_conjunction"," in all places` everywhere"," Russian",""," {{t+|ru|везде́}"
"wherever_conjunction"," in all places` everywhere"," Russian",""," {{t+|ru|повсю́ду}}"
"anywhere"," in or at any location"," Russian",""," {{t+|ru|где-ли́бо}} {{qualifier|somewhere` anywhere}"
"anywhere"," in or at any location"," Russian",""," {{t+|ru|где-нибу́дь}} {{qualifier|somewhere` anywhere}"
"anywhere"," in or at any location"," Russian",""," {{t|ru|[[где]] [[уго́дно]]}}"
"everywhere"," at all places"," Russian",""," {{t+|ru|везде́}"
"everywhere"," at all places"," Russian",""," {{t+|ru|всю́ду}"
"everywhere"," at all places"," Russian",""," {{t+|ru|повсю́ду}}"
"and"," used to connect two similar words` phrases` et cetera"," Rusyn",""," {{t|rue|і}}"
"everything"," all the things"," Rusyn",""," {{t|rue|вшы́тко}}"
"and"," used to connect two similar words` phrases` et cetera"," Samogitian",""," {{t|sgs|ėr}"
"and"," used to connect two similar words` phrases` et cetera"," Samogitian",""," {{t|sgs|ė}}"
"and"," used to connect two similar words` phrases` et cetera"," Sanskrit",""," {{t+|sa|च}}"
"every"," all of a countable group"," Sanskrit",""," {{t+|sa|सर्व|tr=sárva}"
"every"," all of a countable group"," Sanskrit",""," {{q|Early Vedic}} {{t+|sa|विश्व}}"
"all_determiner"," every individual of the given class"," Sanskrit",""," {{t+|sa|सर्व|tr=sárva}"
"all_determiner"," every individual of the given class"," Sanskrit",""," {{q|Early Vedic}} {{t+|sa|विश्व}}"
"everywhere"," at all places"," Sanskrit",""," {{t+|sa|सर्वत्र}}"
"and"," used to connect two similar words` phrases` et cetera"," Sardinian",""," {{t|sc|e}}"
"all_determiner"," every individual of the given class"," Sardinian",""," {{t|sc|totu}}"
"also"," in addition; besides; as well; further; too"," Sardinian"," Campidanese"," {{t|sc|puru}"
"also"," in addition; besides; as well; further; too"," Sardinian"," Campidanese"," {{t|sc|fintzas}}"
"also"," in addition; besides; as well; further; too"," Sardinian"," Logudorese"," {{t|sc|puru}"
"also"," in addition; besides; as well; further; too"," Sardinian"," Logudorese"," {{t|sc|finas}"
"also"," in addition; besides; as well; further; too"," Sardinian"," Logudorese"," {{t|sc|fintzas}}"
"also"," in addition; besides; as well; further; too"," Sassarese",""," {{t|sdc|finamènta}}"
"and"," used to connect two similar words` phrases` et cetera"," Scots",""," {{t|sco|an}}"
"also"," in addition; besides; as well; further; too"," Scots",""," {{t|sco|alswa}"
"also"," in addition; besides; as well; further; too"," Scots",""," {{t|sco|alsua}}"
"every"," all of a countable group"," Scots",""," {{t|sco|ivery}}"
"all_determiner"," every individual of the given class"," Scots",""," {{t|sco|aw}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Scots",""," {{t|sco|aw}}"
"all_adverb"," intensifier"," Scots",""," {{t|sco|aw}}"
"everyone"," every person"," Scots",""," {{t|sco|awbody}}"
"everything"," all the things"," Scots",""," {{t|sco|aathin}}"
"and"," used to connect two similar words` phrases` et cetera"," Scottish Gaelic",""," {{t|gd|agus}}"
"and"," used at the end of a list to indicate the last item"," Scottish Gaelic",""," {{t|gd|agus}}"
"also"," in addition; besides; as well; further; too"," Scottish Gaelic",""," {{t|gd|cuideachd}"
"also"," in addition; besides; as well; further; too"," Scottish Gaelic",""," {{t|gd|mar an ceudna}}"
"every"," all of a countable group"," Scottish Gaelic",""," {{t|gd|a h-uile}}"
"all_determiner"," every individual of the given class"," Scottish Gaelic",""," {{t|gd|uile}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Scottish Gaelic",""," {{t|gd|fad}}"
"all_adverb"," intensifier"," Scottish Gaelic",""," {{t|gd|gu lèir}}"
"all_adverb"," apiece"," Scottish Gaelic",""," {{t|gd|na h-uile}}"
"each_determiner"," every"," Scottish Gaelic",""," {{t|gd|gach}}"
"each_adverb"," apiece"," Scottish Gaelic",""," {{t|gd|an urra}}"
"whoever"," any person or persons that"," Scottish Gaelic",""," {{t|gd|ge be cò}}"
"anything_pronoun"," =any thing of any kind"," Scottish Gaelic",""," {{t|gd|rud sam bith}}"
"anything_noun"," =someone or something"," Scottish Gaelic",""," {{t|gd|dad|m}"
"anything_noun"," =someone or something"," Scottish Gaelic",""," {{t|gd|càil|f}}"
"whatever_determiner"," for any ... that"," Scottish Gaelic",""," {{t|gd|ge be}}"
"whatever_determiner"," "," Scottish Gaelic",""," {{t|gd|ge be dè}}"
"wherever_conjunction"," in any place` anywhere"," Scottish Gaelic",""," {{t|gd|ge be àite}}"
"wherever_conjunction"," in all places` everywhere"," Scottish Gaelic",""," {{t|gd|ge be àite}}"
"and"," used to connect two similar words` phrases` et cetera"," Semai",""," {{t|sea|ru}}"
"all_determiner"," every individual of the given class"," Serbo-Croatian",""," {{t+|sh|sav}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Serbo-Croatian",""," {{t+|sh|cijelo}}"
"all_adverb"," intensifier"," Serbo-Croatian",""," {{t|sh|sve}}"
"all_adverb"," apiece"," Serbo-Croatian",""," {{t+|sh|sav}}"
"all_adverb"," so much"," Serbo-Croatian",""," {{t|sh|sve}}{{trans-mid}}"
"each_adverb"," apiece"," Serbo-Croatian",""," {{t|sh|svaki}}"
"whatever_determiner"," for any ... that"," Serbo-Croatian",""," {{t|sh|koji god}}"
"and"," used to connect two similar words` phrases` et cetera"," Serbo-Croatian"," Cyrillic"," {{t|sh|и}}"
"and"," used at the end of a list to indicate the last item"," Serbo-Croatian"," Cyrillic"," {{t|sh|и}}"
"also"," in addition; besides; as well; further; too"," Serbo-Croatian"," Cyrillic"," {{t|sh|такође}"
"also"," in addition; besides; as well; further; too"," Serbo-Croatian"," Cyrillic"," {{t|sh|такођер}}"
"every"," all of a countable group"," Serbo-Croatian"," Cyrillic"," {{t|sh|сва̏кӣ}}"
"each_determiner"," every"," Serbo-Croatian"," Cyrillic"," {{t|sh|сваки}}"
"any_pronoun"," Any things or persons"," Serbo-Croatian"," Cyrillic"," {{t|sh|свак|m}}"
"everybody"," all people"," Serbo-Croatian"," Cyrillic"," {{t|sh|сви|sc=Cyrl}}"
"everyone"," every person"," Serbo-Croatian"," Cyrillic"," {{t|sh|сви|p}}"
"everything"," all the things"," Serbo-Croatian"," Cyrillic"," {{t|sh|све|n|sc=Cyrl}}"
"anywhere"," in or at any location"," Serbo-Croatian"," Cyrillic"," {{t|sh|било где}"
"anywhere"," in or at any location"," Serbo-Croatian"," Cyrillic"," {{t|sh|било гдје}}"
"everywhere"," at all places"," Serbo-Croatian"," Cyrillic"," {{t|sh|свуда}}"
"anywhere"," in or at any location"," Serbo-Croatian"," Latin"," {{t|sh|bilo gde}"
"anywhere"," in or at any location"," Serbo-Croatian"," Latin"," {{t|sh|bilo gdje}}"
"and"," used to connect two similar words` phrases` et cetera"," Serbo-Croatian"," Roman"," {{t+|sh|i}}"
"and"," used at the end of a list to indicate the last item"," Serbo-Croatian"," Roman"," {{t+|sh|i}}"
"also"," in addition; besides; as well; further; too"," Serbo-Croatian"," Roman"," {{t+|sh|takođe}"
"also"," in addition; besides; as well; further; too"," Serbo-Croatian"," Roman"," {{qualifier|Croatian}} {{t+|sh|također}}"
"every"," all of a countable group"," Serbo-Croatian"," Roman"," {{t|sh|svȁkī}}"
"each_determiner"," every"," Serbo-Croatian"," Roman"," {{t|sh|svaki}}"
"any_pronoun"," Any things or persons"," Serbo-Croatian"," Roman"," {{t+|sh|svak|m}}"
"everybody"," all people"," Serbo-Croatian"," Roman"," {{t+|sh|svi}}"
"everyone"," every person"," Serbo-Croatian"," Roman"," {{t+|sh|svi|p}}"
"everything"," all the things"," Serbo-Croatian"," Roman"," {{t|sh|sve|n}}"
"anything_pronoun"," =any thing of any kind"," Serbo-Croatian"," Roman"," {{t|sh|bilošto}"
"anything_pronoun"," =any thing of any kind"," Serbo-Croatian"," Roman"," {{t|sh|bilo što}}"
"wherever_conjunction"," in any place` anywhere"," Serbo-Croatian"," Roman"," {{t+|sh|kudgod}"
"wherever_conjunction"," in any place` anywhere"," Serbo-Croatian"," Roman"," {{t+|sh|gdegod}}"
"everywhere"," at all places"," Serbo-Croatian"," Roman"," {{t+|sh|svuda}}"
"and"," used to connect two similar words` phrases` et cetera"," Shan",""," {{t+|shn|လႄႈ}}"
"and"," used to connect two similar words` phrases` et cetera"," Sherpa",""," {{t|xsr|དང}}"
"and"," used to connect two similar words` phrases` et cetera"," Sicilian",""," {{t+|scn|e}}"
"all_determiner"," every individual of the given class"," Sicilian",""," {{t+|scn|tuttu}}"
"and"," used to connect two similar words` phrases` et cetera"," Sindhi",""," {{t+|sd|۽|tr=aee’}}"
"and"," used at the end of a list to indicate the last item"," Sindhi",""," {{t+|sd|۽|tr=aee’}}"
"and"," used to show causation"," Sindhi",""," {{t+|sd|۽|tr=aee’}}"
"and"," used to connect two similar words` phrases` et cetera"," Sinhalese",""," {{t|si|සහ}}"
"every"," all of a countable group"," Sinhalese",""," {{t+|si|හැම}}"
"and"," used to connect two similar words` phrases` et cetera"," Skolt Sami",""," {{t|sms|da}}"
"and"," used to connect two similar words` phrases` et cetera"," Slovak",""," {{t+|sk|a}}"
"and"," used at the end of a list to indicate the last item"," Slovak",""," {{t+|sk|a}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Slovak",""," {{t+|sk|a}}"
"and"," used to show causation"," Slovak",""," {{t+|sk|a}}"
"also"," in addition; besides; as well; further; too"," Slovak",""," {{t|sk|aj}"
"also"," in addition; besides; as well; further; too"," Slovak",""," {{t|sk|tiež}}"
"every"," all of a countable group"," Slovak",""," {{t|sk|každý}}"
"all_determiner"," every individual of the given class"," Slovak",""," {{t|sk|všetok|m}"
"all_determiner"," every individual of the given class"," Slovak",""," {{t|sk|všetci|m-p}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Slovak",""," {{t+|sk|celý}}"
"all_adverb"," intensifier"," Slovak",""," {{t|sk|úplne}}"
"all_adverb"," so much"," Slovak",""," {{t|sk|tým}"
"all_adverb"," so much"," Slovak",""," {{t|sk|tak}}"
"each_determiner"," every"," Slovak",""," {{t|sk|každý}}"
"any_pronoun"," Any things or persons"," Slovak",""," {{qualifier|anyone}} {{t|sk|ktokoľvek}"
"any_pronoun"," Any things or persons"," Slovak",""," {{qualifier|anything}} {{t|sk|čokoľvek}}"
"everybody"," all people"," Slovak",""," {{t|sk|všetci|m-p}"
"everybody"," all people"," Slovak",""," {{t|sk|každý}}"
"everyone"," every person"," Slovak",""," {{t|sk|všetci}"
"everyone"," every person"," Slovak",""," {{t|sk|každý}}"
"everything"," all the things"," Slovak",""," {{t|sk|všetko}}"
"anything_pronoun"," =any thing of any kind"," Slovak",""," {{t|sk|čokoľvek}}"
"everywhere"," at all places"," Slovak",""," {{t+|sk|všade}}"
"and"," used to connect two similar words` phrases` et cetera"," Slovene",""," {{t+|sl|in}"
"and"," used to connect two similar words` phrases` et cetera"," Slovene",""," {{t|sl|ter}"
"and"," used to connect two similar words` phrases` et cetera"," Slovene",""," {{t+|sl|pa}}"
"and"," used at the end of a list to indicate the last item"," Slovene",""," {{t+|sl|in}"
"and"," used at the end of a list to indicate the last item"," Slovene",""," {{t|sl|ter}"
"and"," used at the end of a list to indicate the last item"," Slovene",""," {{t+|sl|pa}}"
"also"," in addition; besides; as well; further; too"," Slovene",""," {{t+|sl|túdi}}"
"every"," all of a countable group"," Slovene",""," {{t+|sl|vsak}}"
"all_determiner"," every individual of the given class"," Slovene",""," {{t|sl|vès}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Slovene",""," {{t|sl|vseskozi}}"
"all_adverb"," "," Slovene",""," {{t-check|sl|povsem}}"
"each_determiner"," every"," Slovene",""," {{t+|sl|vsak}}"
"everybody"," all people"," Slovene",""," {{t|sl|vsi|m-p}"
"everybody"," all people"," Slovene",""," {{t+|sl|vsak}}"
"everyone"," every person"," Slovene",""," {{t|sl|vsi}"
"everyone"," every person"," Slovene",""," {{t+|sl|vsak}}"
"everything"," all the things"," Slovene",""," {{t+|sl|vse}}"
"anything_noun"," =someone or something"," Slovene",""," {{t|sl|karkoli|n}}"
"everywhere"," at all places"," Slovene",""," {{t+|sl|povsod}}"
"and"," used to connect two similar words` phrases` et cetera"," Somali",""," {{t+|so|iyo}}"
"and"," used to connect two similar words` phrases` et cetera"," Sorbian"," Lower Sorbian"," {{t|dsb|a}}"
"and"," used at the end of a list to indicate the last item"," Sorbian"," Lower Sorbian"," {{t|dsb|a}}"
"also"," in addition; besides; as well; further; too"," Sorbian"," Lower Sorbian"," {{t|dsb|teke}}"
"every"," all of a countable group"," Sorbian"," Lower Sorbian"," {{t|dsb|kuždy}}"
"all_determiner"," every individual of the given class"," Sorbian"," Lower Sorbian"," {{t|dsb|wšyken}}"
"each_determiner"," every"," Sorbian"," Lower Sorbian"," {{t|dsb|kuždy}}"
"everywhere"," at all places"," Sorbian"," Lower Sorbian"," {{t|dsb|wšuźi}}"
"and"," used to connect two similar words` phrases` et cetera"," Sorbian"," Upper Sorbian"," {{t+|hsb|a}}"
"and"," used at the end of a list to indicate the last item"," Sorbian"," Upper Sorbian"," {{t+|hsb|a}}"
"and"," used to connect two similar words` phrases` et cetera"," Southern Altai",""," {{t|alt|ло}}"
"everywhere"," at all places"," Southern Altai",""," {{t|alt|ар јерде}"
"everywhere"," at all places"," Southern Altai",""," {{t|alt|кайда-даа}}"
"and"," used to connect two similar words` phrases` et cetera"," Southern Ohlone",""," {{t|css|ara}}"
"and"," used to connect two similar words` phrases` et cetera"," Southern Sami",""," {{t|sma|jïh}}"
"and"," used to connect two similar words` phrases` et cetera"," Spanish",""," {{t+|es|y}"
"and"," used to connect two similar words` phrases` et cetera"," Spanish",""," {{t+|es|e}} {{qualifier|before the /i/ sound}}"
"and"," used at the end of a list to indicate the last item"," Spanish",""," {{t+|es|y}"
"and"," used at the end of a list to indicate the last item"," Spanish",""," {{t+|es|e}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Spanish",""," {{t+|es|y}}"
"also"," in addition; besides; as well; further; too"," Spanish",""," {{t+|es|también}"
"also"," in addition; besides; as well; further; too"," Spanish",""," {{t+|es|además}}"
"every"," all of a countable group"," Spanish",""," {{t+|es|cada}}"
"all_determiner"," every individual of the given class"," Spanish",""," {{t+|es|todos|m}"
"all_determiner"," every individual of the given class"," Spanish",""," {{t+|es|todas|f}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Spanish",""," {{t+|es|todo|m}"
"all_determiner"," throughout the whole of (a stated period of time)"," Spanish",""," {{t+|es|toda|f}}"
"all_adverb"," intensifier"," Spanish",""," {{t+|es|todo}}"
"each_determiner"," every"," Spanish",""," {{t+|es|cada}"
"each_determiner"," every"," Spanish",""," {{t|es|cada uno}}"
"any_pronoun"," Any things or persons"," Spanish",""," {{t+|es|alguno|m}"
"any_pronoun"," Any things or persons"," Spanish",""," {{t+|es|alguna|f}}"
"everybody"," all people"," Spanish",""," {{t+|es|todos|m-p}"
"everybody"," all people"," Spanish",""," {{t+|es|todo el mundo}}"
"everyone"," every person"," Spanish",""," {{t+|es|todos}"
"everyone"," every person"," Spanish",""," {{t+|es|todo el mundo}"
"everyone"," every person"," Spanish",""," {{t|es|todo quisqui}}"
"anybody"," (''colloquial'') a person of consideration or standing"," Spanish",""," {{t+|es|alguien}}"
"whoever"," any person or persons that"," Spanish",""," {{t+|es|cualquier|m}"
"whoever"," any person or persons that"," Spanish",""," {{t+|es|cualesquiera|m-p|f-p}"
"whoever"," any person or persons that"," Spanish",""," {{t+|es|cualquiera}"
"whoever"," any person or persons that"," Spanish",""," {{t+|es|quien}"
"whoever"," any person or persons that"," Spanish",""," {{t|es|quien sea}}"
"everything"," all the things"," Spanish",""," {{t+|es|todo}}"
"anything_pronoun"," =any thing of any kind"," Spanish",""," {{t|es|[[cualquier]] [[cosa]]}}"
"whatever_determiner"," for any ... that"," Spanish",""," {{t+|es|cualquier|m|f}}"
"whatever_determiner"," "," Spanish",""," {{t|es|lo que sea que}"
"whatever_determiner"," "," Spanish",""," {{t|es|cualquier cosa que}}"
"wherever_conjunction"," in any place` anywhere"," Spanish",""," {{t+|es|adondequiera}}"
"wherever_conjunction"," "," Spanish",""," {{qualifier|1}} {{t+check|es|doquier}"
"wherever_conjunction"," "," Spanish",""," {{qualifier|1}} {{t+check|es|dondequiera}"
"wherever_conjunction"," "," Spanish",""," {{qualifier|1}} {{t-check|es|donde sea}"
"wherever_conjunction"," "," Spanish",""," {{qualifier|2}} {{t+check|es|donde}}"
"anywhere"," in or at any location"," Spanish",""," {{t|es|[[en]] [[cualquier]] [[parte]]}"
"anywhere"," in or at any location"," Spanish",""," {{t+|es|dondequiera}}"
"everywhere"," at all places"," Spanish",""," {{t|es|todos lados}"
"everywhere"," at all places"," Spanish",""," {{t|es|todo lugar}"
"everywhere"," at all places"," Spanish",""," {{t|es|por todas partes}}"
"and"," used to connect two similar words` phrases` et cetera"," Sundanese",""," {{t|su|sarta}"
"and"," used to connect two similar words` phrases` et cetera"," Sundanese",""," {{t+|su|tur}}"
"all_determiner"," every individual of the given class"," Sundanese",""," {{t|su|sadaya}}"
"everywhere"," at all places"," Svan",""," {{t|sva|ჩია̈̄გ}}"
"and"," used to connect two similar words` phrases` et cetera"," Swahili",""," {{t|sw|na}}"
"also"," in addition; besides; as well; further; too"," Swahili",""," {{t|sw|pia}}"
"every"," all of a countable group"," Swahili",""," {{t|sw|kila}}"
"all_determiner"," every individual of the given class"," Swahili",""," {{t|sw|[[ote|-ote]]}}"
"each_determiner"," every"," Swahili",""," {{t|sw|kila}}"
"anything_pronoun"," =any thing of any kind"," Swahili",""," {{qualifier|in negative sentences}} {{t+|sw|kitu|c7}}"
"everywhere"," at all places"," Swahili",""," {{t|sw|kila mahali}}"
"and"," used to connect two similar words` phrases` et cetera"," Swedish",""," {{t+|sv|och}}"
"and"," used at the end of a list to indicate the last item"," Swedish",""," {{t+|sv|och}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Swedish",""," {{t+|sv|och}}"
"and"," used to show causation"," Swedish",""," {{t+|sv|och}}"
"also"," in addition; besides; as well; further; too"," Swedish",""," {{t+|sv|också}"
"also"," in addition; besides; as well; further; too"," Swedish",""," {{t+|sv|likaså}}"
"every"," all of a countable group"," Swedish",""," {{t+|sv|varje}} (1."
"every"," all of a countable group"," Swedish",""," {{t+|sv|var}} (2.)"
"all_determiner"," every individual of the given class"," Swedish",""," {{t+|sv|alla|p}"
"all_determiner"," every individual of the given class"," Swedish",""," {{t+|sv|all}} (''uncountable common''"
"all_determiner"," every individual of the given class"," Swedish",""," {{t+|sv|allt}} (''uncountable neuter'')"
"all_determiner"," throughout the whole of (a stated period of time)"," Swedish",""," {{t+|sv|hel}}"
"all_adverb"," intensifier"," Swedish",""," {{t+|sv|helt}"
"all_adverb"," intensifier"," Swedish",""," {{t+|sv|fullständigt}}"
"each_determiner"," every"," Swedish",""," {{t+|sv|alla}"
"each_determiner"," every"," Swedish",""," {{t+|sv|varje}}"
"each_adverb"," apiece"," Swedish",""," {{t+|sv|var}"
"each_adverb"," apiece"," Swedish",""," {{t|sv|per styck}"
"each_adverb"," apiece"," Swedish",""," {{t+|sv|à}} (placed '''before''' the price/weight/measurement and used when you have a '''defined number''' of something` for example ''Tre äpplen à 50 cent.''"
"each_adverb"," apiece"," Swedish",""," {{t+|sv|vardera}}"
"everybody"," all people"," Swedish",""," {{t+|sv|alla}"
"everybody"," all people"," Swedish",""," {{t+|sv|allihop}"
"everybody"," all people"," Swedish",""," {{t+|sv|allihopa}}"
"everyone"," every person"," Swedish",""," {{t+|sv|alla}"
"everyone"," every person"," Swedish",""," {{t+|sv|allihop}"
"everyone"," every person"," Swedish",""," {{t+|sv|allesammans}}"
"anybody"," "," Swedish",""," {{t-check|sv|[[någon]]}} (1`2) (''any person'' = ''vem som helst'')"
"everything"," all the things"," Swedish",""," {{t+|sv|allt|n}"
"everything"," all the things"," Swedish",""," {{t+|sv|alla|c}}"
"anything_pronoun"," =any thing of any kind"," Swedish",""," {{t+|sv|någonting}"
"anything_pronoun"," =any thing of any kind"," Swedish",""," {{t|sv|vad som helst}}"
"anything_noun"," =someone or something"," Swedish",""," {{t+|sv|något}"
"anything_noun"," =someone or something"," Swedish",""," {{t|sv|vad som helst}"
"anything_noun"," =someone or something"," Swedish",""," {{t|sv|vilken som helst}"
"anything_noun"," =someone or something"," Swedish",""," {{t|sv|vilket som helst}} (1)"
"whatever_determiner"," for any ... that"," Swedish",""," {{t|sv|vad som helst}}"
"whatever_determiner"," "," Swedish",""," {{t|sv|vad som helst}}"
"anywhere"," in or at any location"," Swedish",""," {{t|sv|var som helst}"
"anywhere"," in or at any location"," Swedish",""," {{t|sv|varsomhelst}"
"anywhere"," in or at any location"," Swedish",""," {{t+|sv|någonstans}} {{qualifier|1=inte någonstans = not anywhere` nowhere}}"
"anywhere"," to any location"," Swedish",""," {{t|sv|vart som helst}}"
"everywhere"," at all places"," Swedish",""," {{t+|sv|överallt}}"
"and"," used to connect two similar words` phrases` et cetera"," Sylheti",""," {{t|syl|ꠀꠞ}}"
"all_determiner"," every individual of the given class"," Sylheti",""," {{t|syl|ꠢꠇꠟ}}"
"and"," used to connect two similar words` phrases` et cetera"," Tagalog",""," {{t+|tl|at}"
"and"," used to connect two similar words` phrases` et cetera"," Tagalog",""," {{t+|tl|saka}}"
"also"," in addition; besides; as well; further; too"," Tagalog",""," {{t+|tl|din}"
"also"," in addition; besides; as well; further; too"," Tagalog",""," {{t+|tl|rin}}"
"and"," used to connect two similar words` phrases` et cetera"," Tajik",""," {{t+|tg|ва}"
"and"," used to connect two similar words` phrases` et cetera"," Tajik",""," {{t|tg|-у}}"
"also"," in addition; besides; as well; further; too"," Tajik",""," {{t|tg|низ}"
"also"," in addition; besides; as well; further; too"," Tajik",""," {{t+|tg|ҳам}"
"also"," in addition; besides; as well; further; too"," Tajik",""," {{t|tg|ҳамчунин}"
"also"," in addition; besides; as well; further; too"," Tajik",""," {{t+|tg|инчунин}}"
"every"," all of a countable group"," Tajik",""," {{t+|tg|ҳар}}"
"and"," used to connect two similar words` phrases` et cetera"," Tamil",""," {{t+|ta|உம்}}"
"every"," all of a countable group"," Tamil",""," {{t+|ta|ஒவ்வொரு}}"
"each_determiner"," every"," Tamil",""," {{t+|ta|ஒவ்வொரு}}"
"everyone"," every person"," Tamil",""," {{t+|ta|எல்லோரும்}"
"everyone"," every person"," Tamil",""," {{t|ta|அனைவருக்கும்}}"
"also"," in addition; besides; as well; further; too"," Taos",""," {{t|twf|hóbo}}"
"and"," used to connect two similar words` phrases` et cetera"," Tatar",""," {{t|tt|һәм}"
"and"," used to connect two similar words` phrases` et cetera"," Tatar",""," {{t+|tt|вә}"
"and"," used to connect two similar words` phrases` et cetera"," Tatar",""," {{t|tt|белән}}"
"every"," all of a countable group"," Tatar",""," {{t|tt|һәр}}"
"and"," used to connect two similar words` phrases` et cetera"," Telugu",""," {{t+|te|మరియు}}"
"every"," all of a countable group"," Telugu",""," {{t+|te|ప్రతి}}"
"all_determiner"," every individual of the given class"," Telugu",""," {{t|te|అందరూ}"
"all_determiner"," every individual of the given class"," Telugu",""," {{t+|te|అన్నీ}"
"all_determiner"," every individual of the given class"," Telugu",""," {{t+|te|సమస్తము}"
"all_determiner"," every individual of the given class"," Telugu",""," {{t+|te|సర్వము}"
"all_determiner"," every individual of the given class"," Telugu",""," {{t+|te|మొత్తము}}"
"each_determiner"," every"," Telugu",""," {{t+|te|ప్రతి}}"
"everybody"," all people"," Telugu",""," {{t|te|అందరూ|sc=Telu}}"
"everyone"," every person"," Telugu",""," {{t|te|అందరూ}}"
"everything"," all the things"," Telugu",""," {{t+|te|అన్నీ}}"
"anything_pronoun"," =any thing of any kind"," Telugu",""," {{t+|te|ఏమైనా}}"
"anywhere"," in or at any location"," Telugu",""," {{t+|te|ఎక్కడైనా}}"
"anywhere"," to any location"," Telugu",""," {{t+|te|ఎక్కడికైనా}}"
"and"," used to connect two similar words` phrases` et cetera"," Ter Sami",""," {{t|sjt|da}}"
"all_determiner"," every individual of the given class"," Tetum",""," {{t|tet|hotu}}"
"and"," used to connect two similar words` phrases` et cetera"," Thai",""," {{t+|th|และ}"
"and"," used to connect two similar words` phrases` et cetera"," Thai",""," {{t+|th|กับ}}"
"also"," in addition; besides; as well; further; too"," Thai",""," {{t+|th|ด้วย}"
"also"," in addition; besides; as well; further; too"," Thai",""," {{t+|th|ก็}}"
"every"," all of a countable group"," Thai",""," {{t+|th|ทุก}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Thai",""," {{t+|th|ทั้งหมด}}"
"all_adverb"," "," Thai",""," {{t-check|th|อย่างสมบูรณ์}}"
"each_determiner"," every"," Thai",""," {{t+|th|ทุก}}"
"everybody"," all people"," Thai",""," {{t|th|ทุกคน}"
"everybody"," all people"," Thai",""," {{t|th|ทุกท่าน}}"
"everyone"," every person"," Thai",""," {{t|th|ทุกคน}"
"everyone"," every person"," Thai",""," {{t|th|ทุกท่าน}}"
"everything"," all the things"," Thai",""," {{t|th|ทุกสิ่ง}"
"everything"," all the things"," Thai",""," {{t|th|ทุกอย่าง}}"
"and"," used to connect two similar words` phrases` et cetera"," Tibetan",""," {{t|bo|དང}}"
"also"," in addition; besides; as well; further; too"," Tibetan",""," {{t|bo|ཡང}}"
"and"," used to connect two similar words` phrases` et cetera"," Tigrinya",""," {{t|ti|ከኣ}}"
"and"," used to connect two similar words` phrases` et cetera"," Tocharian B",""," {{t|txb|ṣpä}}"
"also"," in addition; besides; as well; further; too"," Tocharian B",""," {{t|txb|rano}}"
"every"," all of a countable group"," Tocharian B",""," {{t|txb|po}}"
"each_determiner"," every"," Tocharian B",""," {{t|txb|artsa}"
"each_determiner"," every"," Tocharian B",""," {{t|txb|po}}"
"and"," used to connect two similar words` phrases` et cetera"," Tok Pisin",""," {{t+|tpi|na}"
"and"," used to connect two similar words` phrases` et cetera"," Tok Pisin",""," {{t|tpi|wantaim}}"
"and"," used at the end of a list to indicate the last item"," Tok Pisin",""," {{t+|tpi|na}}"
"and"," used to show causation"," Tok Pisin",""," {{t+|tpi|na}"
