Rank,1-2-3,N,%,2-3-4,N,%,3-4-5,N,%
1157, avo,2,(0.02238), iri,2,(0.02238), uba,2,(0.02238)
1158, awo,2,(0.02238), iru,2,(0.02238), uct,2,(0.02238)
1159, axl,2,(0.02238), isa,2,(0.02238), udy,2,(0.02238)
1160, axm,2,(0.02238), isl,2,(0.02238), uel,2,(0.02238)
1161, axo,2,(0.02238), isu,2,(0.02238), uet,2,(0.02238)
1162, azu,2,(0.02238), itl,2,(0.02238), uey,2,(0.02238)
1163, baa,2,(0.02238), ito,2,(0.02238), uis,2,(0.02238)
1164, baf,2,(0.02238), its,2,(0.02238), uit,2,(0.02238)
1165, bag,2,(0.02238), itu,2,(0.02238), uky,2,(0.02238)
1166, bau,2,(0.02238), itz,2,(0.02238), uma,2,(0.02238)
1167, bay,2,(0.02238), ivo,2,(0.02238), umy,2,(0.02238)
1168, baz,2,(0.02238), ivv,2,(0.02238), una,2,(0.02238)
1169, bec,2,(0.02238), iza,2,(0.02238), uon,2,(0.02238)
1170, bef,2,(0.02238), izi,2,(0.02238), uor,2,(0.02238)
1171, bem,2,(0.02238), jin,2,(0.02238), upy,2,(0.02238)
1172, bev,2,(0.02238), ken,2,(0.02238), uri,2,(0.02238)
1173, bez,2,(0.02238), kit,2,(0.02238), urp,2,(0.02238)
1174, bia,2,(0.02238), kul,2,(0.02238), uss,2,(0.02238)
1175, bib,2,(0.02238), kye,2,(0.02238), uve,2,(0.02238)
1176, bic,2,(0.02238), lei,2,(0.02238), uzz,2,(0.02238)
1177, bie,2,(0.02238), leo,2,(0.02238), van,2,(0.02238)
1178, bip,2,(0.02238), ler,2,(0.02238), var,2,(0.02238)
1179, bod,2,(0.02238), ley,2,(0.02238), vee,2,(0.02238)
1180, bof,2,(0.02238), lgi,2,(0.02238), voy,2,(0.02238)
1181, boh,2,(0.02238), lik,2,(0.02238), vus,2,(0.02238)
1182, bom,2,(0.02238), lir,2,(0.02238), wax,2,(0.02238)
1183, buc,2,(0.02238), lis,2,(0.02238), wds,2,(0.02238)
1184, bud,2,(0.02238), liv,2,(0.02238), wen,2,(0.02238)
1185, bug,2,(0.02238), lky,2,(0.02238), wet,2,(0.02238)
1186, buh,2,(0.02238), lla,2,(0.02238), win,2,(0.02238)
1187, bui,2,(0.02238), lma,2,(0.02238), wis,2,(0.02238)
1188, byr,2,(0.02238), lme,2,(0.02238), wit,2,(0.02238)
1189, caf,2,(0.02238), lmu,2,(0.02238), wky,2,(0.02238)
1190, cec,2,(0.02238), lod,2,(0.02238), won,2,(0.02238)
1191, ces,2,(0.02238), lor,2,(0.02238), wps,2,(0.02238)
1192, chy,2,(0.02238), lov,2,(0.02238), wry,2,(0.02238)
1193, cin,2,(0.02238), loz,2,(0.02238), wsy,2,(0.02238)
1194, coh,2,(0.02238), luc,2,(0.02238), wth,2,(0.02238)
1195, cok,2,(0.02238), luk,2,(0.02238), xas,2,(0.02238)
1196, cya,2,(0.02238), luo,2,(0.02238), xen,2,(0.02238)
1197, dac,2,(0.02238), lve,2,(0.02238), xin,2,(0.02238)
1198, daf,2,(0.02238), mag,2,(0.02238), xit,2,(0.02238)
1199, dag,2,(0.02238), mai,2,(0.02238), xts,2,(0.02238)
1200, dal,2,(0.02238), mal,2,(0.02238), xus,2,(0.02238)
1201, das,2,(0.02238), mam,2,(0.02238), yey,2,(0.02238)
1202, dav,2,(0.02238), mar,2,(0.02238), yin,2,(0.02238)
1203, daz,2,(0.02238), maz,2,(0.02238), yll,2,(0.02238)
1204, deg,2,(0.02238), mba,2,(0.02238), yma,2,(0.02238)
1205, dep,2,(0.02238), mel,2,(0.02238), ymy,2,(0.02238)
1206, des,2,(0.02238), mic,2,(0.02238), yor,2,(0.02238)
1207, det,2,(0.02238), mig,2,(0.02238), you,2,(0.02238)
1208, dex,2,(0.02238), mme,2,(0.02238), ype,2,(0.02238)
1209, dha,2,(0.02238), mol,2,(0.02238), yta,2,(0.02238)
1210, die,2,(0.02238), mot,2,(0.02238), zee,2,(0.02238)
1211, dig,2,(0.02238), mus,2,(0.02238), zil,2,(0.02238)
1212, dio,2,(0.02238), myd,2,(0.02238), zor,2,(0.02238)
1213, dip,2,(0.02238), nai,2,(0.02238), aam,1,(0.01119)
1214, diz,2,(0.02238), nak,2,(0.02238), aca,1,(0.01119)
1215, dji,2,(0.02238), nan,2,(0.02238), aci,1,(0.01119)
1216, dov,2,(0.02238), nas,2,(0.02238), aco,1,(0.01119)
1217, doy,2,(0.02238), nau,2,(0.02238), acy,1,(0.01119)
1218, dua,2,(0.02238), nba,2,(0.02238), add,1,(0.01119)
1219, due,2,(0.02238), ndi,2,(0.02238), ado,1,(0.01119)
1220, duf,2,(0.02238), ndr,2,(0.02238), aei,1,(0.01119)
1221, duk,2,(0.02238), nem,2,(0.02238), afe,1,(0.01119)
1222, duo,2,(0.02238), ner,2,(0.02238), afu,1,(0.01119)
1223, dyn,2,(0.02238), nfe,2,(0.02238), afy,1,(0.01119)
1224, eat,2,(0.02238), nge,2,(0.02238), agi,1,(0.01119)
1225, eav,2,(0.02238), ngo,2,(0.02238), ago,1,(0.01119)
1226, ebb,2,(0.02238), nid,2,(0.02238), ahi,1,(0.01119)
1227, edu,2,(0.02238), nil,2,(0.02238), ahu,1,(0.01119)
1228, ege,2,(0.02238), nip,2,(0.02238), aig,1,(0.01119)
1229, eid,2,(0.02238), nis,2,(0.02238), aik,1,(0.01119)
1230, elo,2,(0.02238), nke,2,(0.02238), aim,1,(0.01119)
1231, elu,2,(0.02238), nkl,2,(0.02238), aka,1,(0.01119)
1232, elv,2,(0.02238), nme,2,(0.02238), aki,1,(0.01119)
1233, emi,2,(0.02238), nna,2,(0.02238), ako,1,(0.01119)
1234, emy,2,(0.02238), nnu,2,(0.02238), ali,1,(0.01119)
1235, ena,2,(0.02238), nob,2,(0.02238), alp,1,(0.01119)
1236, ene,2,(0.02238), nom,2,(0.02238), anc,1,(0.01119)
1237, ens,2,(0.02238), not,2,(0.02238), anq,1,(0.01119)
1238, env,2,(0.02238), nou,2,(0.02238), any,1,(0.01119)
1239, ero,2,(0.02238), npe,2,(0.02238), aou,1,(0.01119)
1240, err,2,(0.02238), nri,2,(0.02238), aow,1,(0.01119)
1241, esc,2,(0.02238), nsa,2,(0.02238), api,1,(0.01119)
1242, esk,2,(0.02238), nta,2,(0.02238), ara,1,(0.01119)
1243, ess,2,(0.02238), nvo,2,(0.02238), aro,1,(0.01119)
1244, est,2,(0.02238), nwe,2,(0.02238), asa,1,(0.01119)
1245, etu,2,(0.02238), odl,2,(0.02238), asi,1,(0.01119)
1246, exe,2,(0.02238), oel,2,(0.02238), ask,1,(0.01119)
1247, ext,2,(0.02238), oet,2,(0.02238), ati,1,(0.01119)
1248, fae,2,(0.02238), ofa,2,(0.02238), att,1,(0.01119)
1249, fal,2,(0.02238), ofu,2,(0.02238), aud,1,(0.01119)
1250, fam,2,(0.02238), ohn,2,(0.02238), aum,1,(0.01119)
1251, faw,2,(0.02238), oic,2,(0.02238), aux,1,(0.01119)
1252, fax,2,(0.02238), oid,2,(0.02238), avo,1,(0.01119)
1253, faz,2,(0.02238), ojo,2,(0.02238), awe,1,(0.01119)
1254, feo,2,(0.02238), olc,2,(0.02238), awm,1,(0.01119)
1255, fes,2,(0.02238), olm,2,(0.02238), awy,1,(0.01119)
1256, fey,2,(0.02238), olv,2,(0.02238), azi,1,(0.01119)
1257, fez,2,(0.02238), ons,2,(0.02238), azo,1,(0.01119)
1258, fia,2,(0.02238), onz,2,(0.02238), azz,1,(0.01119)
1259, fib,2,(0.02238), ooi,2,(0.02238), bae,1,(0.01119)
1260, fid,2,(0.02238), ops,2,(0.02238), bag,1,(0.01119)
1261, fit,2,(0.02238), oqu,2,(0.02238), bah,1,(0.01119)
1262, fiv,2,(0.02238), oso,2,(0.02238), bat,1,(0.01119)
1263, foc,2,(0.02238), otl,2,(0.02238), bay,1,(0.01119)
1264, fos,2,(0.02238), otu,2,(0.02238), bba,1,(0.01119)
1265, fox,2,(0.02238), ouf,2,(0.02238), bbo,1,(0.01119)
1266, fub,2,(0.02238), oui,2,(0.02238), beb,1,(0.01119)
1267, fuc,2,(0.02238), owf,2,(0.02238), bei,1,(0.01119)
1268, fud,2,(0.02238), owk,2,(0.02238), ben,1,(0.01119)
1269, ful,2,(0.02238), owr,2,(0.02238), bey,1,(0.01119)
1270, gab,2,(0.02238), owt,2,(0.02238), bie,1,(0.01119)
1271, gaf,2,(0.02238), ozi,2,(0.02238), bir,1,(0.01119)
1272, gav,2,(0.02238), ozo,2,(0.02238), bka,1,(0.01119)
1273, gec,2,(0.02238), pad,2,(0.02238), bly,1,(0.01119)
1274, geo,2,(0.02238), pae,2,(0.02238), bol,1,(0.01119)
1275, get,2,(0.02238), pah,2,(0.02238), box,1,(0.01119)
1276, gho,2,(0.02238), pai,2,(0.02238), boy,1,(0.01119)
1277, gip,2,(0.02238), pat,2,(0.02238), bri,1,(0.01119)
1278, gis,2,(0.02238), pec,2,(0.02238), bro,1,(0.01119)
1279, gob,2,(0.02238), pei,2,(0.02238), bry,1,(0.01119)
1280, god,2,(0.02238), pel,2,(0.02238), bsy,1,(0.01119)
1281, gom,2,(0.02238), pha,2,(0.02238), bts,1,(0.01119)
1282, gue,2,(0.02238), phi,2,(0.02238), bue,1,(0.01119)
1283, guy,2,(0.02238), pho,2,(0.02238), bug,1,(0.01119)
1284, gyb,2,(0.02238), pla,2,(0.02238), bul,1,(0.01119)
1285, gyv,2,(0.02238), pli,2,(0.02238), bun,1,(0.01119)
1286, haa,2,(0.02238), ppl,2,(0.02238), buy,1,(0.01119)
1287, hab,2,(0.02238), pre,2,(0.02238), byl,1,(0.01119)
1288, hac,2,(0.02238), pri,2,(0.02238), cab,1,(0.01119)
1289, hae,2,(0.02238), pru,2,(0.02238), caf,1,(0.01119)
1290, haf,2,(0.02238), pse,2,(0.02238), can,1,(0.01119)
1291, hef,2,(0.02238), psi,2,(0.02238), cao,1,(0.01119)
1292, heu,2,(0.02238), pte,2,(0.02238), cat,1,(0.01119)
1293, hew,2,(0.02238), pue,2,(0.02238), caw,1,(0.01119)
1294, hig,2,(0.02238), pum,2,(0.02238), cay,1,(0.01119)
1295, hij,2,(0.02238), rae,2,(0.02238), cco,1,(0.01119)
1296, his,2,(0.02238), rar,2,(0.02238), cea,1,(0.01119)
1297, hiv,2,(0.02238), rbi,2,(0.02238), cek,1,(0.01119)
1298, hob,2,(0.02238), rde,2,(0.02238), cel,1,(0.01119)
1299, hoc,2,(0.02238), rdo,2,(0.02238), cep,1,(0.01119)
1300, hog,2,(0.02238), reg,2,(0.02238), chi,1,(0.01119)
1301, hov,2,(0.02238), rei,2,(0.02238), chu,1,(0.01119)
1302, hoy,2,(0.02238), rek,2,(0.02238), cka,1,(0.01119)
1303, huf,2,(0.02238), rem,2,(0.02238), cke,1,(0.01119)
1304, hyd,2,(0.02238), rga,2,(0.02238), clo,1,(0.01119)
1305, hym,2,(0.02238), rgi,2,(0.02238), coa,1,(0.01119)
1306, iam,2,(0.02238), rgu,2,(0.02238), cog,1,(0.01119)
1307, ict,2,(0.02238), riv,2,(0.02238), col,1,(0.01119)
1308, ide,2,(0.02238), riz,2,(0.02238), cry,1,(0.01119)
1309, idi,2,(0.02238), rle,2,(0.02238), cto,1,(0.01119)
1310, idy,2,(0.02238), rlo,2,(0.02238), cty,1,(0.01119)
1311, igl,2,(0.02238), roe,2,(0.02238), cua,1,(0.01119)
1312, imb,2,(0.02238), rof,2,(0.02238), cul,1,(0.01119)
1313, ine,2,(0.02238), ror,2,(0.02238), dam,1,(0.01119)
1314, ing,2,(0.02238), roz,2,(0.02238), dax,1,(0.01119)
1315, inl,2,(0.02238), rpe,2,(0.02238), day,1,(0.01119)
1316, inn,2,(0.02238), rra,2,(0.02238), ddi,1,(0.01119)
1317, inu,2,(0.02238), rri,2,(0.02238), ddo,1,(0.01119)
1318, ira,2,(0.02238), rro,2,(0.02238), deb,1,(0.01119)
1319, iri,2,(0.02238), rse,2,(0.02238), dec,1,(0.01119)
1320, iss,2,(0.02238), rsi,2,(0.02238), dee,1,(0.01119)
1321, ivi,2,(0.02238), rul,2,(0.02238), dem,1,(0.01119)
1322, jad,2,(0.02238), rup,2,(0.02238), dew,1,(0.01119)
1323, jal,2,(0.02238), sad,2,(0.02238), dhs,1,(0.01119)
1324, jan,2,(0.02238), sco,2,(0.02238), dhu,1,(0.01119)
1325, jaw,2,(0.02238), sko,2,(0.02238), dim,1,(0.01119)
1326, jee,2,(0.02238), sne,2,(0.02238), din,1,(0.01119)
1327, jeh,2,(0.02238), spe,2,(0.02238), dip,1,(0.01119)
1328, jes,2,(0.02238), spi,2,(0.02238), dir,1,(0.01119)
1329, jew,2,(0.02238), ste,2,(0.02238), dit,1,(0.01119)
1330, jif,2,(0.02238), sti,2,(0.02238), dix,1,(0.01119)
1331, jil,2,(0.02238), sur,2,(0.02238), dje,1,(0.01119)
1332, jim,2,(0.02238), tat,2,(0.02238), dji,1,(0.01119)
1333, joc,2,(0.02238), tel,2,(0.02238), djo,1,(0.01119)
1334, jor,2,(0.02238), tem,2,(0.02238), dka,1,(0.01119)
1335, jot,2,(0.02238), ten,2,(0.02238), dom,1,(0.01119)
1336, jub,2,(0.02238), tew,2,(0.02238), dou,1,(0.01119)
1337, jug,2,(0.02238), tic,2,(0.02238), dox,1,(0.01119)
1338, jui,2,(0.02238), tie,2,(0.02238), dsy,1,(0.01119)
1339, jup,2,(0.02238), tim,2,(0.02238), dth,1,(0.01119)
1340, jut,2,(0.02238), tma,2,(0.02238), dub,1,(0.01119)
1341, kak,2,(0.02238), tol,2,(0.02238), dum,1,(0.01119)
1342, kam,2,(0.02238), tot,2,(0.02238), dun,1,(0.01119)
1343, kau,2,(0.02238), tow,2,(0.02238), dux,1,(0.01119)
1344, kay,2,(0.02238), tre,2,(0.02238), dye,1,(0.01119)
1345, kem,2,(0.02238), tru,2,(0.02238), dzh,1,(0.01119)
1346, ket,2,(0.02238), tta,2,(0.02238), dzu,1,(0.01119)
1347, kev,2,(0.02238), tte,2,(0.02238), eac,1,(0.01119)
1348, kic,2,(0.02238), tum,2,(0.02238), eaf,1,(0.01119)
1349, kid,2,(0.02238), tup,2,(0.02238), eah,1,(0.01119)
1350, kie,2,(0.02238), tye,2,(0.02238), eda,1,(0.01119)
1351, kir,2,(0.02238), tyl,2,(0.02238), edi,1,(0.01119)
1352, kis,2,(0.02238), tym,2,(0.02238), eeb,1,(0.01119)
1353, kli,2,(0.02238), uac,2,(0.02238), eem,1,(0.01119)
1354, klo,2,(0.02238), uad,2,(0.02238), ega,1,(0.01119)
1355, klu,2,(0.02238), uai,2,(0.02238), egn,1,(0.01119)
1356, knu,2,(0.02238), uak,2,(0.02238), ego,1,(0.01119)
1357, koa,2,(0.02238), uav,2,(0.02238), egy,1,(0.01119)
1358, kol,2,(0.02238), ubu,2,(0.02238), ehn,1,(0.01119)
1359, koo,2,(0.02238), ucc,2,(0.02238), ehs,1,(0.01119)
1360, kot,2,(0.02238), uco,2,(0.02238), eik,1,(0.01119)
1361, kre,2,(0.02238), ucu,2,(0.02238), eil,1,(0.01119)
1362, kur,2,(0.02238), uda,2,(0.02238), eis,1,(0.01119)
1363, kyt,2,(0.02238), udz,2,(0.02238), elf,1,(0.01119)
1364, lag,2,(0.02238), uee,2,(0.02238), eli,1,(0.01119)
1365, led,2,(0.02238), ugl,2,(0.02238), elk,1,(0.01119)
1366, lef,2,(0.02238), uhl,2,(0.02238), ely,1,(0.01119)
1367, leh,2,(0.02238), uif,2,(0.02238), emd,1,(0.01119)
1368, lep,2,(0.02238), uip,2,(0.02238), emi,1,(0.01119)
1369, les,2,(0.02238), uis,2,(0.02238), emo,1,(0.01119)
1370, lex,2,(0.02238), uja,2,(0.02238), emy,1,(0.01119)
1371, lid,2,(0.02238), uji,2,(0.02238), eno,1,(0.01119)
1372, lif,2,(0.02238), ukk,2,(0.02238), eol,1,(0.01119)
1373, lir,2,(0.02238), uls,2,(0.02238), eop,1,(0.01119)
1374, lla,2,(0.02238), ult,2,(0.02238), eos,1,(0.01119)
1375, lof,2,(0.02238), ulu,2,(0.02238), epa,1,(0.01119)
1376, loi,2,(0.02238), umk,2,(0.02238), eph,1,(0.01119)
1377, lol,2,(0.02238), umu,2,(0.02238), era,1,(0.01119)
1378, lox,2,(0.02238), uoi,2,(0.02238), erb,1,(0.01119)
1379, lub,2,(0.02238), uom,2,(0.02238), erd,1,(0.01119)
1380, lud,2,(0.02238), uph,2,(0.02238), eri,1,(0.01119)
1381, luf,2,(0.02238), upo,2,(0.02238), erp,1,(0.01119)
1382, lul,2,(0.02238), upu,2,(0.02238), esa,1,(0.01119)
1383, lup,2,(0.02238), urc,2,(0.02238), esp,1,(0.01119)
1384, lyr,2,(0.02238), urp,2,(0.02238), esy,1,(0.01119)
1385, lyt,2,(0.02238), urv,2,(0.02238), ete,1,(0.01119)
1386, maf,2,(0.02238), urz,2,(0.02238), eud,1,(0.01119)
1387, mee,2,(0.02238), usi,2,(0.02238), eue,1,(0.01119)
1388, mem,2,(0.02238), utr,2,(0.02238), eur,1,(0.01119)
1389, meo,2,(0.02238), uts,2,(0.02238), evi,1,(0.01119)
1390, mew,2,(0.02238), uve,2,(0.02238), evo,1,(0.01119)
1391, mez,2,(0.02238), uxe,2,(0.02238), evy,1,(0.01119)
1392, mif,2,(0.02238), uzi,2,(0.02238), ewe,1,(0.01119)
1393, mig,2,(0.02238), vas,2,(0.02238), ewn,1,(0.01119)
1394, moa,2,(0.02238), vea,2,(0.02238), exy,1,(0.01119)
1395, moc,2,(0.02238), vie,2,(0.02238), eye,1,(0.01119)
1396, mog,2,(0.02238), voi,2,(0.02238), fal,1,(0.01119)
1397, moh,2,(0.02238), vol,2,(0.02238), far,1,(0.01119)
1398, mow,2,(0.02238), vul,2,(0.02238), fat,1,(0.01119)
1399, mox,2,(0.02238), wag,2,(0.02238), fel,1,(0.01119)
1400, mud,2,(0.02238), was,2,(0.02238), fey,1,(0.01119)
1401, muf,2,(0.02238), wer,2,(0.02238), ffa,1,(0.01119)
1402, mug,2,(0.02238), wig,2,(0.02238), ffi,1,(0.01119)
1403, myn,2,(0.02238), wil,2,(0.02238), fic,1,(0.01119)
1404, myt,2,(0.02238), wit,2,(0.02238), fid,1,(0.01119)
1405, nac,2,(0.02238), woo,2,(0.02238), fin,1,(0.01119)
1406, nad,2,(0.02238), xia,2,(0.02238), fiz,1,(0.01119)
1407, nak,2,(0.02238), xid,2,(0.02238), fle,1,(0.01119)
1408, nal,2,(0.02238), xim,2,(0.02238), fly,1,(0.01119)
1409, nas,2,(0.02238), xio,2,(0.02238), fos,1,(0.01119)
1410, nie,2,(0.02238), xit,2,(0.02238), fra,1,(0.01119)
1411, nig,2,(0.02238), xle,2,(0.02238), fry,1,(0.01119)
1412, nip,2,(0.02238), yan,2,(0.02238), fta,1,(0.01119)
1413, nis,2,(0.02238), yas,2,(0.02238), fth,1,(0.01119)
1414, now,2,(0.02238), yca,2,(0.02238), fti,1,(0.01119)
1415, nub,2,(0.02238), ycl,2,(0.02238), gat,1,(0.01119)
1416, nuk,2,(0.02238), ydr,2,(0.02238), gby,1,(0.01119)
1417, num,2,(0.02238), ymp,2,(0.02238), get,1,(0.01119)
1418, nut,2,(0.02238), yna,2,(0.02238), gga,1,(0.01119)
1419, oak,2,(0.02238), ynd,2,(0.02238), ggo,1,(0.01119)
1420, obi,2,(0.02238), yop,2,(0.02238), ghe,1,(0.01119)
1421, odd,2,(0.02238), yph,2,(0.02238), gio,1,(0.01119)
1422, ode,2,(0.02238), ypo,2,(0.02238), gla,1,(0.01119)
1423, odi,2,(0.02238), yru,2,(0.02238), glo,1,(0.01119)
1424, odo,2,(0.02238), yse,2,(0.02238), gly,1,(0.01119)
1425, ody,2,(0.02238), yso,2,(0.02238), gni,1,(0.01119)
1426, oft,2,(0.02238), yss,2,(0.02238), gno,1,(0.01119)
1427, ohi,2,(0.02238), ytt,2,(0.02238), gns,1,(0.01119)
1428, oil,2,(0.02238), yve,2,(0.02238), god,1,(0.01119)
1429, oka,2,(0.02238), yxi,2,(0.02238), goi,1,(0.01119)
1430, oli,2,(0.02238), zid,2,(0.02238), gol,1,(0.01119)
1431, omb,2,(0.02238), zon,2,(0.02238), gra,1,(0.01119)
1432, oni,2,(0.02238), zot,2,(0.02238), gre,1,(0.01119)
1433, ooz,2,(0.02238), aae,1,(0.01119), gro,1,(0.01119)
1434, opa,2,(0.02238), aaf,1,(0.01119), gry,1,(0.01119)
1435, ope,2,(0.02238), aal,1,(0.01119), gst,1,(0.01119)
1436, opt,2,(0.02238), aan,1,(0.01119), gua,1,(0.01119)
1437, orb,2,(0.02238), abk,1,(0.01119), gul,1,(0.01119)
1438, orc,2,(0.02238), acc,1,(0.01119), gun,1,(0.01119)
1439, ord,2,(0.02238), acl,1,(0.01119), gur,1,(0.01119)
1440, org,2,(0.02238), acu,1,(0.01119), hab,1,(0.01119)
1441, ori,2,(0.02238), ads,1,(0.01119), hah,1,(0.01119)
1442, osm,2,(0.02238), aea,1,(0.01119), ham,1,(0.01119)
1443, oup,2,(0.02238), aec,1,(0.01119), har,1,(0.01119)
1444, ous,2,(0.02238), ael,1,(0.01119), hav,1,(0.01119)
1445, ouz,2,(0.02238), aem,1,(0.01119), haw,1,(0.01119)
1446, own,2,(0.02238), aen,1,(0.01119), hea,1,(0.01119)
1447, pae,2,(0.02238), aeo,1,(0.01119), hel,1,(0.01119)
1448, pei,2,(0.02238), aer,1,(0.01119), hem,1,(0.01119)
1449, peo,2,(0.02238), aet,1,(0.01119), hen,1,(0.01119)
1450, pew,2,(0.02238), agl,1,(0.01119), hib,1,(0.01119)
1451, pha,2,(0.02238), agm,1,(0.01119), hic,1,(0.01119)
1452, phy,2,(0.02238), ahe,1,(0.01119), hid,1,(0.01119)
1453, pia,2,(0.02238), ahi,1,(0.01119), hil,1,(0.01119)
1454, pig,2,(0.02238), ahl,1,(0.01119), hip,1,(0.01119)
1455, pim,2,(0.02238), ahr,1,(0.01119), his,1,(0.01119)
1456, pio,2,(0.02238), aht,1,(0.01119), hly,1,(0.01119)
1457, pir,2,(0.02238), aim,1,(0.01119), hmo,1,(0.01119)
1458, poc,2,(0.02238), aji,1,(0.01119), hod,1,(0.01119)
1459, pod,2,(0.02238), ajj,1,(0.01119), hoe,1,(0.01119)
1460, pox,2,(0.02238), akf,1,(0.01119), hog,1,(0.01119)
1461, pud,2,(0.02238), akh,1,(0.01119), hre,1,(0.01119)
1462, puf,2,(0.02238), ako,1,(0.01119), hry,1,(0.01119)
1463, puj,2,(0.02238), alc,1,(0.01119), hts,1,(0.01119)
1464, pum,2,(0.02238), alf,1,(0.01119), hua,1,(0.01119)
1465, raf,2,(0.02238), aly,1,(0.01119), hul,1,(0.01119)
1466, rax,2,(0.02238), amn,1,(0.01119), hur,1,(0.01119)
1467, reh,2,(0.02238), amo,1,(0.01119), hus,1,(0.01119)
1468, rhy,2,(0.02238), amz,1,(0.01119), hwa,1,(0.01119)
1469, rib,2,(0.02238), aon,1,(0.01119), hyl,1,(0.01119)
1470, rio,2,(0.02238), aps,1,(0.01119), iao,1,(0.01119)
1471, rit,2,(0.02238), aqi,1,(0.01119), iaq,1,(0.01119)
1472, roc,2,(0.02238), aqu,1,(0.01119), iba,1,(0.01119)
1473, rod,2,(0.02238), ary,1,(0.01119), ici,1,(0.01119)
1474, rog,2,(0.02238), aso,1,(0.01119), ico,1,(0.01119)
1475, roi,2,(0.02238), asu,1,(0.01119), ida,1,(0.01119)
1476, ruc,2,(0.02238), atk,1,(0.01119), idy,1,(0.01119)
1477, ruf,2,(0.02238), atw,1,(0.01119), ien,1,(0.01119)
1478, rui,2,(0.02238), aty,1,(0.01119), iet,1,(0.01119)
1479, ryk,2,(0.02238), aua,1,(0.01119), ieu,1,(0.01119)
1480, sac,2,(0.02238), aum,1,(0.01119), iey,1,(0.01119)
1481, saf,2,(0.02238), auo,1,(0.01119), ife,1,(0.01119)
1482, sas,2,(0.02238), avu,1,(0.01119), ige,1,(0.01119)
1483, saw,2,(0.02238), axl,1,(0.01119), igy,1,(0.01119)
1484, sec,2,(0.02238), axu,1,(0.01119), iid,1,(0.01119)
1485, sev,2,(0.02238), ayb,1,(0.01119), ika,1,(0.01119)
1486, shl,2,(0.02238), ayl,1,(0.01119), iku,1,(0.01119)
1487, shy,2,(0.02238), ayu,1,(0.01119), iky,1,(0.01119)
1488, sib,2,(0.02238), azi,1,(0.01119), ila,1,(0.01119)
1489, sip,2,(0.02238), baf,1,(0.01119), ilu,1,(0.01119)
1490, sky,2,(0.02238), bak,1,(0.01119), ina,1,(0.01119)
1491, smu,2,(0.02238), bam,1,(0.01119), inn,1,(0.01119)
1492, sob,2,(0.02238), bar,1,(0.01119), ior,1,(0.01119)
1493, sok,2,(0.02238), bat,1,(0.01119), ipu,1,(0.01119)
1494, som,2,(0.02238), bay,1,(0.01119), ipy,1,(0.01119)
1495, sot,2,(0.02238), bba,1,(0.01119), irm,1,(0.01119)
1496, soy,2,(0.02238), bbo,1,(0.01119), isa,1,(0.01119)
1497, sug,2,(0.02238), bes,1,(0.01119), iso,1,(0.01119)
1498, sut,2,(0.02238), bet,1,(0.01119), isp,1,(0.01119)
1499, syc,2,(0.02238), bey,1,(0.01119), ixt,1,(0.01119)
1500, syr,2,(0.02238), bho,1,(0.01119), iya,1,(0.01119)
1501, taf,2,(0.02238), bia,1,(0.01119), iyn,1,(0.01119)
1502, taz,2,(0.02238), bid,1,(0.01119), iza,1,(0.01119)
1503, teg,2,(0.02238), bir,1,(0.01119), jab,1,(0.01119)
1504, tei,2,(0.02238), bit,1,(0.01119), jam,1,(0.01119)
1505, teu,2,(0.02238), bje,1,(0.01119), jet,1,(0.01119)
1506, tex,2,(0.02238), bmh,1,(0.01119), jig,1,(0.01119)
1507, tic,2,(0.02238), bod,1,(0.01119), jik,1,(0.01119)
1508, tod,2,(0.02238), boe,1,(0.01119), jji,1,(0.01119)
1509, tox,2,(0.02238), boh,1,(0.01119), jon,1,(0.01119)
1510, try,2,(0.02238), boi,1,(0.01119), jor,1,(0.01119)
1511, tus,2,(0.02238), bom,1,(0.01119), joy,1,(0.01119)
1512, tye,2,(0.02238), bor,1,(0.01119), jra,1,(0.01119)
1513, tyi,2,(0.02238), bou,1,(0.01119), jus,1,(0.01119)
1514, tyn,2,(0.02238), bov,1,(0.01119), kan,1,(0.01119)
1515, ula,2,(0.02238), bri,1,(0.01119), kay,1,(0.01119)
1516, unh,2,(0.02238), bus,1,(0.01119), kel,1,(0.01119)
1517, unr,2,(0.02238), but,1,(0.01119), kew,1,(0.01119)
1518, unt,2,(0.02238), buz,1,(0.01119), kfa,1,(0.01119)
1519, upb,2,(0.02238), bye,1,(0.01119), kil,1,(0.01119)
1520, upd,2,(0.02238), cab,1,(0.01119), kim,1,(0.01119)
1521, upp,2,(0.02238), cad,1,(0.01119), kir,1,(0.01119)
1522, urb,2,(0.02238), cag,1,(0.01119), kko,1,(0.01119)
1523, uri,2,(0.02238), cap,1,(0.01119), kku,1,(0.01119)
1524, urs,2,(0.02238), ccu,1,(0.01119), kky,1,(0.01119)
1525, uve,2,(0.02238), cea,1,(0.01119), koe,1,(0.01119)
1526, vai,2,(0.02238), cer,1,(0.01119), koi,1,(0.01119)
1527, vam,2,(0.02238), cet,1,(0.01119), kol,1,(0.01119)
1528, vap,2,(0.02238), cha,1,(0.01119), kon,1,(0.01119)
1529, vat,2,(0.02238), chm,1,(0.01119), kra,1,(0.01119)
1530, vau,2,(0.02238), chu,1,(0.01119), kri,1,(0.01119)
1531, vea,2,(0.02238), chw,1,(0.01119), kyd,1,(0.01119)
